ID,Name,Quantity,Price
163,Product 163,Stationery,26871
164,Product 164,Electronics,33327
165,Product 165,Electronics,94079
166,Product 166,Fashion,21702
167,Product 167,Stationery,3246
168,Product 168,Grocery,57423
169,Product 169,Electronics,85019
17,Product 17,Other,66597
170,Product 170,Grocery,5331
171,Product 171,Grocery,95332
172,Product 172,Electronics,64843
173,Product 173,Grocery,31162
174,Product 174,Grocery,23001
175,Product 175,Electronics,20868
176,Product 176,Stationery,31886
177,Product 177,Electronics,93356
178,Product 178,Electronics,24843
179,Product 179,Other,26244
18,Product 18,Stationery,37047
180,Product 180,Electronics,51641
181,Product 181,Other,7824
182,Product 182,Grocery,63041
183,Product 183,Fashion,23297
184,Product 184,Fashion,83733
185,Product 185,Grocery,87509
186,Product 186,Fashion,80936
187,Product 187,Stationery,93347
188,Product 188,Stationery,77649
189,Product 189,Stationery,78829
19,Product 19,Electronics,86643
190,Product 190,Grocery,45738
191,Product 191,Grocery,22193
192,Product 192,Stationery,38052
193,Product 193,Stationery,71464
194,Product 194,Fashion,89123
195,Product 195,Stationery,44178
196,Product 196,Stationery,48367
197,Product 197,Other,2579
198,Product 198,Grocery,35447
199,Product 199,Fashion,7284
20,Product 20,Stationery,99475
200,Product 200,Stationery,19199
201,Product 201,Stationery,72444
202,Product 202,Electronics,66083
203,Product 203,Other,46319
204,Product 204,Grocery,81201
205,Product 205,Grocery,4212
206,Product 206,Other,3634
207,Product 207,Stationery,73851
208,Product 208,Fashion,90916
209,Product 209,Electronics,92332
21,Product 21,Stationery,40084
210,Product 210,Other,73739
211,Product 211,Other,26423
212,Product 212,Grocery,66292
213,Product 213,Stationery,86048
214,Product 214,Grocery,73433
215,Product 215,Electronics,22298
216,Product 216,Electronics,17589
217,Product 217,Other,82399
218,Product 218,Electronics,75677
219,Product 219,Electronics,21112
22,Product 22,Fashion,19377
220,Product 220,Fashion,1762
221,Product 221,Fashion,88649
222,Product 222,Grocery,9938
223,Product 223,Grocery,12529
224,Product 224,Grocery,59672
225,Product 225,Grocery,34885
226,Product 226,Other,9083
227,Product 227,Other,79921
228,Product 228,Grocery,10031
229,Product 229,Stationery,69306
23,Product 23,Stationery,16126
230,Product 230,Other,2543
231,Product 231,Fashion,67603
232,Product 232,Fashion,57957
233,Product 233,Stationery,2358
234,Product 234,Other,43375
235,Product 235,Electronics,455
236,Product 236,Electronics,70596
237,Product 237,Grocery,56806
238,Product 238,Fashion,52392
239,Product 239,Grocery,4022
24,Product 24,Fashion,39312
240,Product 240,Other,82569
241,Product 241,Stationery,2106
242,Product 242,Electronics,37787
243,Product 243,Fashion,27831
244,Product 244,Electronics,44619
245,Product 245,Grocery,74187
246,Product 246,Electronics,97366
247,Product 247,Other,61053
248,Product 248,Grocery,5012
249,Product 249,Stationery,52838
25,Product 25,Stationery,36858
250,Product 250,Electronics,30111
251,Product 251,Stationery,9765
252,Product 252,Grocery,26414
253,Product 253,Electronics,74596
254,Product 254,Electronics,26313
255,Product 255,Other,64434
256,Product 256,Grocery,43851
257,Product 257,Grocery,59134
258,Product 258,Stationery,60941
259,Product 259,Stationery,92042
26,Product 26,Electronics,17603
260,Product 260,Fashion,51632
261,Product 261,Other,68587
262,Product 262,Fashion,79786
263,Product 263,Other,69721
264,Product 264,Electronics,32505
265,Product 265,Grocery,23267
266,Product 266,Fashion,97118
267,Product 267,Stationery,64609
268,Product 268,Electronics,22242
269,Product 269,Stationery,98035
27,Product 27,Electronics,73711
270,Product 270,Other,50514
271,Product 271,Electronics,53057
272,Product 272,Grocery,41679
273,Product 273,Grocery,99299
274,Product 274,Other,94687
275,Product 275,Stationery,54082
276,Product 276,Grocery,9135
277,Product 277,Fashion,58032
278,Product 278,Electronics,58885
279,Product 279,Electronics,95948
28,Product 28,Other,58154
280,Product 280,Other,1702
281,Product 281,Stationery,37638
282,Product 282,Fashion,52371
283,Product 283,Fashion,65158
284,Product 284,Grocery,68115
285,Product 285,Stationery,10112
286,Product 286,Stationery,15444
287,Product 287,Electronics,51727
288,Product 288,Grocery,42197
289,Product 289,Other,72698
29,Product 29,Stationery,18921
290,Product 290,Grocery,46319
291,Product 291,Grocery,6243
292,Product 292,Grocery,2616
293,Product 293,Fashion,126
294,Product 294,Fashion,20617
295,Product 295,Grocery,7635
296,Product 296,Electronics,21334
297,Product 297,Stationery,44975
298,Product 298,Grocery,9963
299,Product 299,Other,15683
3,Product 3,Other,7607
30,Product 30,Other,10795
300,Product 300,Other,99797
301,Product 301,Other,5837
302,Product 302,Fashion,55659
303,Product 303,Grocery,75374
304,Product 304,Fashion,40674
305,Product 305,Fashion,5993
306,Product 306,Other,91859
307,Product 307,Stationery,20209
308,Product 308,Electronics,45592
309,Product 309,Electronics,19376
31,Product 31,Other,44647
310,Product 310,Stationery,51254
311,Product 311,Fashion,16052
312,Product 312,Stationery,59088
313,Product 313,Electronics,48542
314,Product 314,Electronics,80122
315,Product 315,Fashion,34273
316,Product 316,Electronics,7574
317,Product 317,Other,55152
318,Product 318,Fashion,9410
319,Product 319,Other,45752
32,Product 32,Fashion,96523
320,Product 320,Electronics,22914
321,Product 321,Stationery,832
322,Product 322,Grocery,33807
323,Product 323,Other,2247
324,Product 324,Fashion,98037
325,Product 325,Fashion,88954
326,Product 326,Fashion,87045
327,Product 327,Fashion,30777
328,Product 328,Other,6716
329,Product 329,Grocery,16915
33,Product 33,Grocery,79182
330,Product 330,Other,22192
331,Product 331,Grocery,55356
332,Product 332,Fashion,10878
333,Product 333,Other,23414
334,Product 334,Stationery,58355
335,Product 335,Other,820
336,Product 336,Electronics,28493
337,Product 337,Electronics,39791
338,Product 338,Electronics,33867
339,Product 339,Electronics,45531
34,Product 34,Other,58303
340,Product 340,Other,33796
341,Product 341,Stationery,77062
342,Product 342,Other,34266
343,Product 343,Other,80677
344,Product 344,Electronics,3886
345,Product 345,Grocery,86352
346,Product 346,Electronics,66453
347,Product 347,Fashion,70785
348,Product 348,Fashion,70363
349,Product 349,Grocery,36519
35,Product 35,Stationery,4247
350,Product 350,Other,56632
351,Product 351,Other,56012
352,Product 352,Fashion,95726
353,Product 353,Stationery,34572
354,Product 354,Grocery,14041
355,Product 355,Other,2656
356,Product 356,Fashion,54276
357,Product 357,Other,32152
358,Product 358,Electronics,72597
359,Product 359,Stationery,80289
36,Product 36,Stationery,59746
360,Product 360,Stationery,66974
361,Product 361,Fashion,18671
362,Product 362,Other,17531
363,Product 363,Electronics,47234
364,Product 364,Other,26304
365,Product 365,Stationery,23064
366,Product 366,Fashion,87983
367,Product 367,Electronics,73906
368,Product 368,Other,58046
369,Product 369,Fashion,4879
37,Product 37,Electronics,90034
370,Product 370,Stationery,49146
371,Product 371,Other,50382
372,Product 372,Other,91268
373,Product 373,Grocery,39444
374,Product 374,Other,20243
375,Product 375,Stationery,91369
376,Product 376,Other,40762
377,Product 377,Other,6484
378,Product 378,Stationery,99539
379,Product 379,Other,11427
38,Product 38,Stationery,59305
380,Product 380,Grocery,90124
381,Product 381,Fashion,98498
382,Product 382,Stationery,38237
383,Product 383,Grocery,19673
384,Product 384,Stationery,50641
385,Product 385,Electronics,95624
386,Product 386,Fashion,58008
387,Product 387,Other,47484
388,Product 388,Fashion,56181
389,Product 389,Fashion,41163
39,Product 39,Other,60711
390,Product 390,Electronics,62432
391,Product 391,Electronics,35561
392,Product 392,Grocery,13954
393,Product 393,Electronics,63568
394,Product 394,Stationery,31538
395,Product 395,Other,98549
396,Product 396,Stationery,91994
397,Product 397,Fashion,95507
398,Product 398,Electronics,9933
399,Product 399,Fashion,56769
4,Product 4,Grocery,96175
40,Product 40,Grocery,40444
400,Product 400,Grocery,23237
401,Product 401,Fashion,63912
402,Product 402,Electronics,20758
403,Product 403,Fashion,10983
404,Product 404,Stationery,6665
405,Product 405,Stationery,9289
406,Product 406,Grocery,96508
407,Product 407,Grocery,55563
408,Product 408,Stationery,56001
409,Product 409,Grocery,2234
41,Product 41,Stationery,38434
410,Product 410,Other,99971
411,Product 411,Stationery,36635
412,Product 412,Grocery,43611
413,Product 413,Electronics,57879
414,Product 414,Stationery,28203
415,Product 415,Grocery,1063
416,Product 416,Grocery,1407
417,Product 417,Grocery,5901
418,Product 418,Fashion,68538
419,Product 419,Other,44118
42,Product 42,Fashion,7143
420,Product 420,Other,2448
421,Product 421,Stationery,37521
422,Product 422,Stationery,69564
423,Product 423,Fashion,2972
424,Product 424,Other,67247
425,Product 425,Stationery,46942
426,Product 426,Electronics,90999
427,Product 427,Fashion,75338
428,Product 428,Other,26852
429,Product 429,Grocery,42956
43,Product 43,Fashion,64446
430,Product 430,Grocery,66452
431,Product 431,Electronics,21399
432,Product 432,Other,18918
433,Product 433,Electronics,89905
434,Product 434,Grocery,21638
435,Product 435,Fashion,10548
436,Product 436,Grocery,6846
437,Product 437,Grocery,87451
438,Product 438,Stationery,35935
439,Product 439,Grocery,47027
44,Product 44,Fashion,94637
440,Product 440,Grocery,87222
441,Product 441,Electronics,30107
442,Product 442,Stationery,17849
443,Product 443,Other,76086
444,Product 444,Other,4669
445,Product 445,Other,23609
446,Product 446,Fashion,68536
447,Product 447,Fashion,7916
448,Product 448,Other,99299
449,Product 449,Other,7242
45,Product 45,Other,64218
450,Product 450,Grocery,98713
451,Product 451,Grocery,81785
452,Product 452,Grocery,72427
453,Product 453,Grocery,99983
454,Product 454,Stationery,52021
455,Product 455,Grocery,2923
456,Product 456,Stationery,39747
457,Product 457,Grocery,83152
458,Product 458,Fashion,19703
459,Product 459,Fashion,87101
46,Product 46,Stationery,38276
460,Product 460,Fashion,93998
461,Product 461,Electronics,55305
462,Product 462,Fashion,44475
463,Product 463,Grocery,12122
464,Product 464,Stationery,7845
465,Product 465,Electronics,90796
466,Product 466,Electronics,90594
467,Product 467,Fashion,60331
468,Product 468,Electronics,43234
469,Product 469,Other,2884
47,Product 47,Stationery,45247
470,Product 470,Grocery,83803
471,Product 471,Other,77191
472,Product 472,Electronics,84812
473,Product 473,Grocery,97618
474,Product 474,Electronics,35595
475,Product 475,Electronics,25517
476,Product 476,Stationery,96587
477,Product 477,Fashion,64544
478,Product 478,Other,98077
479,Product 479,Fashion,20923
48,Product 48,Fashion,55326
480,Product 480,Stationery,33505
481,Product 481,Grocery,703
482,Product 482,Electronics,35128
483,Product 483,Stationery,33438
484,Product 484,Other,82085
485,Product 485,Electronics,6366
486,Product 486,Grocery,65399
487,Product 487,Grocery,97399
488,Product 488,Electronics,2957
489,Product 489,Electronics,82385
49,Product 49,Grocery,64696
490,Product 490,Grocery,39191
491,Product 491,Other,19454
492,Product 492,Grocery,70582
493,Product 493,Fashion,96018
494,Product 494,Stationery,85059
495,Product 495,Electronics,64376
496,Product 496,Electronics,7807
497,Product 497,Other,68246
498,Product 498,Fashion,37492
499,Product 499,Electronics,12524
5,Product 5,Electronics,43327
50,Product 50,Stationery,23602
500,Product 500,Fashion,39241
51,Product 51,Other,25179
52,Product 52,Electronics,63197
53,Product 53,Fashion,50532
54,Product 54,Stationery,83112
55,Product 55,Other,6148
56,Product 56,Fashion,48369
57,Product 57,Other,64964
58,Product 58,Other,64142
59,Product 59,Stationery,35363
6,Product 6,Other,96831
60,Product 60,Other,96524
61,Product 61,Other,47431
62,Product 62,Electronics,38585
63,Product 63,Grocery,43851
64,Product 64,Stationery,50995
65,Product 65,Grocery,92846
66,Product 66,Electronics,59116
67,Product 67,Stationery,32018
68,Product 68,Grocery,82306
69,Product 69,Stationery,36712
7,Product 7,Electronics,74753
70,Product 70,Grocery,73843
71,Product 71,Stationery,85866
72,Product 72,Fashion,28707
73,Product 73,Grocery,35536
74,Product 74,Stationery,6785
75,Product 75,Fashion,88338
76,Product 76,Stationery,60232
77,Product 77,Fashion,1822
78,Product 78,Grocery,296
79,Product 79,Electronics,48818
8,Product 8,Electronics,60401
80,Product 80,Stationery,66237
81,Product 81,Electronics,37134
82,Product 82,Grocery,4146
83,Product 83,Fashion,22124
84,Product 84,Grocery,52711
85,Product 85,Electronics,88652
86,Product 86,Fashion,33725
87,Product 87,Grocery,71238
88,Product 88,Stationery,99873
89,Product 89,Other,92286
9,Product 9,Other,99459
90,Product 90,Other,5325
91,Product 91,Stationery,46535
92,Product 92,Stationery,25768
93,Product 93,Fashion,49991
94,Product 94,Electronics,78399
95,Product 95,Electronics,65956
96,Product 96,Other,14032
97,Product 97,Electronics,41884
98,Product 98,Grocery,6980
99,Product 99,Grocery,64061
